id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords,chinese_name
2076,DAUB,large_airport,Biskra - Mohamed Khider Airport,34.79318,5.738899,289,AF,DZ,DZ-07,Biskra,yes,DAUB,BSK,DAUB,,,https://en.wikipedia.org/wiki/Biskra_Airport,,比斯克拉 - 穆罕默德海德机场
2077,DAUE,medium_airport,El Golea Airport,30.580732,2.861595,1306,AF,DZ,DZ-50,El Menia,yes,DAUE,ELG,DAUE,,,https://en.wikipedia.org/wiki/El_Golea_Airport,,埃尔戈莱亚机场
2078,DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,1512,AF,DZ,DZ-47,El Atteuf,yes,DAUG,GHA,DAUG,,,https://en.wikipedia.org/wiki/Noumerate_Airport,Ghardaïa,努梅拉特 - 穆夫迪扎卡里亚机场
2079,DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,463,AF,DZ,DZ-30,Hassi Messaoud,yes,DAUH,HME,DAUH,,,https://en.wikipedia.org/wiki/Oued_Irara_Airport,,哈西迈萨乌德-伊拉拉克里姆贝尔卡塞姆机场
2080,DAUI,medium_airport,In Salah Airport,27.250999,2.51202,896,AF,DZ,DZ-57,In Salah,yes,DAUI,INZ,DAUI,,,https://en.wikipedia.org/wiki/In_Salah_Airport,,在 萨拉赫机场
2081,DAUK,medium_airport,Touggourt Sidi Madhi Airport,33.067799,6.08867,279,AF,DZ,DZ-55,Touggourt,yes,DAUK,TGR,DAUK,,,https://en.wikipedia.org/wiki/Touggourt_Sidi_Madhi_Airport,,图古特西迪马迪机场
2083,DAUO,medium_airport,Guemar Airport - مطار قمار بالوادي,33.511398,6.77679,203,AF,DZ,DZ-39,Guemar,yes,DAUO,ELU,DAUO,,,https://en.wikipedia.org/wiki/Guemar_Airport,,格马尔机场 - 巴巴多斯
2084,DAUT,medium_airport,Timimoun Airport,29.237101,0.276033,1027,AF,DZ,DZ-54,Timimoun,yes,DAUT,TMX,DAUT,,,https://en.wikipedia.org/wiki/Timimoun_Airport,,蒂米蒙机场
2085,DAUU,medium_airport,Ain Beida Airport,31.9172,5.41278,492,AF,DZ,DZ-30,Ouargla,yes,DAUU,OGX,DAUU,,,https://en.wikipedia.org/wiki/Ain_Beida_Airport,"Ain el Beida, Sedrata Airfield",艾因贝达机场
2086,DAUZ,medium_airport,Zarzaitine - In Aménas Airport,28.0515,9.64291,1847,AF,DZ,DZ-33,In Aménas,yes,DAUZ,IAM,DAUZ,,,https://en.wikipedia.org/wiki/In_Amenas_Airport,,扎尔扎伊廷 - 在阿梅纳斯机场
2087,DBBB,large_airport,Cotonou Cadjehoun International Airport,6.35723,2.38435,19,AF,BJ,BJ-AQ,Cotonou,yes,DBBB,COO,DBBB,,,https://en.wikipedia.org/wiki/Cadjehoun_Airport,,科托努卡杰洪国际机场
315622,DEX,small_airport,Nop Goliat Dekai Airport,-4.8557,139.482006,198,AS,ID,ID-PP,Dekai,yes,WAVD,DEX,WAVD,,,https://en.wikipedia.org/wiki/Nop_Goliat_Dekai_Airport,Nop Goliath,诺普戈利亚特德凯机场
2088,DFFD,large_airport,Ouagadougou Thomas Sankara International Airport,12.3532,-1.51242,1037,AF,BF,BF-KAD,Ouagadougou,yes,DFFD,OUA,DFFD,,,https://en.wikipedia.org/wiki/Ouagadougou_Airport,,瓦加杜古托马斯桑卡拉国际机场
2089,DFOO,large_airport,Bobo Dioulasso Airport,11.1601,-4.33097,1511,AF,BF,BF-HOU,Bobo Dioulasso,yes,DFOO,BOY,DFOO,,,https://en.wikipedia.org/wiki/Bobo_Dioulasso_Airport,,博博迪乌拉索机场
2090,DGAA,large_airport,Kotoka International Airport,5.605189800262451,-0.16678600013256073,205,AF,GH,GH-AA,Accra,yes,DGAA,ACC,DGAA,,,https://en.wikipedia.org/wiki/Kotoka_International_Airport,,科托卡国际机场
354173,DGAH,medium_airport,Ho Airport,6.579691,0.532547,356,AF,GH,GH-TV,Ho,yes,DGAH,,DGAH,HZ09,https://www.gacl.com.gh/,https://en.wikipedia.org/wiki/Ho_Airport,,何机场
2091,DGLE,large_airport,Yakubu Tali International Airport,9.553909,-0.86606,553,AF,GH,GH-NP,Tamale,yes,DGLE,TML,DGLE,,https://www.gacl.com.gh/tamale-airport/,https://en.wikipedia.org/wiki/Tamale_Airport,Tamale International Airport,雅库布塔利国际机场
2093,DGSI,large_airport,Prempeh I International Airport,6.71456,-1.59082,942,AF,GH,GH-AH,Kumasi,yes,DGSI,KMS,DGSI,,,https://en.wikipedia.org/wiki/Prempeh_I_International_Airport,,普雷佩一世国际机场
2094,DGSN,medium_airport,Sunyani Airport,7.36183,-2.32876,1014,AF,GH,GH-BO,Sunyani,yes,DGSN,NYI,DGSN,,,https://en.wikipedia.org/wiki/Sunyani_Airport,Bono Airport,苏尼亚尼机场
2095,DGTK,medium_airport,Takoradi Airport,4.896059989929199,-1.7747600078582764,21,AF,GH,GH-WP,Sekondi-Takoradi,yes,DGTK,TKD,DGTK,,,https://en.wikipedia.org/wiki/Takoradi_Airport,,塔科拉迪机场
300321,DHB,seaplane_base,Deer Harbor SPB,48.616667,-123.002778,0,NA,US,US-WA,Deer Harbor,yes,,DHB,88WA,88WA,,https://en.wikipedia.org/wiki/Deer_Harbor_Sea_Plane_Base,42W,鹿港 SPB
2096,DIAP,large_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21,AF,CI,CI-AB,Abidjan,yes,DIAP,ABJ,DIAP,,,https://en.wikipedia.org/wiki/F%C3%A9lix-Houphou%C3%ABt-Boigny_International_Airport,Port Bouët,费利克斯·乌弗埃·博瓦尼国际机场
2097,DIBK,medium_airport,Bouaké Airport,7.7388,-5.07367,1230,AF,CI,CI-VB,Bouaké,yes,DIBK,BYK,DIBK,,,https://en.wikipedia.org/wiki/Bouak%C3%A9_Airport,,布瓦凯机场
2099,DIKO,medium_airport,Korhogo Airport,9.38718,-5.55666,1214,AF,CI,CI-SV,Korhogo,yes,DIKO,HGO,DIKO,,,https://en.wikipedia.org/wiki/Korhogo_Airport,,科霍戈机场
2101,DISP,medium_airport,San Pedro Airport,4.74672,-6.66082,26,AF,CI,CI-BS,,yes,DISP,SPY,DISP,,,https://en.wikipedia.org/wiki/San_P%C3%A9dro_Airport,,圣佩德罗机场
330383,DLR,small_airport,Dalnerechensk Airport,45.879857,133.737629,272,AS,RU,RU-PRI,Dalnerechensk,yes,,DLR,UHHD,,,,"УХХД, Дальнереченск",达利涅列琴斯克机场
17152,DM2,heliport,Diomede Heliport,65.758367,-168.953676,20,NA,US,US-AK,Diomede,yes,,DIO,PPDM,DM2,,,DIO,迪奥梅德直升机场
4971,DN57,medium_airport,Umaru Musa Yar'adua Airport,13.0078,7.66045,1660,AF,NG,NG-KT,Katsina,yes,DNKT,DKA,DNKT,,http://www.faannigeria.org/nigeria-airport.php?airport=18,https://en.wikipedia.org/wiki/Katsina_Airport,"DN57, Katsina Airport",奥马鲁·穆萨·亚拉杜瓦机场
2104,DNAA,large_airport,Nnamdi Azikiwe International Airport,9.00679,7.26317,1123,AF,NG,NG-FC,Abuja,yes,DNAA,ABV,DNAA,,http://www.faannigeria.org/nigeria-airport.php?airport=3,https://en.wikipedia.org/wiki/Nnamdi_Azikiwe_International_Airport,,纳姆迪·阿齐基韦国际机场
309668,DNAI,medium_airport,Akwa Ibom International Airport,4.8725,8.093,170,AF,NG,NG-AK,Uyo,yes,DNAI,QUO,DNAI,,http://www.ibomairport.com.ng/,https://en.wikipedia.org/wiki/Akwa_Ibom_Airport,,阿夸伊博姆国际机场
2105,DNAK,medium_airport,Akure Airport,7.246739864349365,5.3010101318359375,1100,AF,NG,NG-ON,Akure,yes,DNAK,AKR,DNAK,,http://www.faannigeria.org/nigeria-airport.php?airport=21,https://en.wikipedia.org/wiki/Akure_Airport,,阿库雷机场
525037,DNAN,small_airport,Chinua Achebe International Airport,6.267167,6.871333,210,AF,NG,NG-AN,Umuleri,yes,DNAN,,DNAN,,,https://en.wikipedia.org/wiki/Anambra_International_Cargo_Airport,,奇努阿阿切贝国际机场
300781,DNAS,large_airport,Asaba International Airport,6.204167,6.665278,305,AF,NG,NG-DE,Asaba,yes,DNAS,ABB,DNAS,,,https://en.wikipedia.org/wiki/Asaba_International_Airport,Onitsha,阿萨巴国际机场
323056,DNBC,large_airport,Sir Abubakar Tafawa Balewa Bauchi State International Airport,10.482833,9.744,1965,AF,NG,NG-BA,Bauchi,yes,DNBC,BCU,DNBC,,,https://en.wikipedia.org/wiki/Bauchi_State_Airport,Bauchi State Airport,阿布巴卡尔·塔法瓦·巴莱瓦爵士包奇州立国际机场
2106,DNBE,medium_airport,Benin Airport,6.316979885101318,5.5995001792907715,258,AF,NG,NG-ED,Benin,yes,DNBE,BNI,DNBE,,http://www.faannigeria.org/nigeria-airport.php?airport=22,https://en.wikipedia.org/wiki/Benin_Airport,,贝宁机场
340295,DNBY,medium_airport,Bayelsa International Airport,4.95759,6.203327,67,AF,NG,NG-BY,Yenagoa,yes,DNBY,,DNBY,,,https://en.wikipedia.org/wiki/Bayelsa_International_Airport,,巴耶尔萨国际机场
2107,DNCA,medium_airport,Margaret Ekpo International Airport,4.976019859313965,8.347200393676758,210,AF,NG,NG-CR,Calabar,yes,DNCA,CBQ,DNCA,,http://www.faannigeria.org/nigeria-airport.php?airport=12,https://en.wikipedia.org/wiki/Margaret_Ekpo_International_Airport,,玛格丽特埃克波国际机场
2108,DNEN,large_airport,Akanu Ibiam International Airport,6.473718,7.560463,466,AF,NG,NG-EN,Enegu,yes,DNEN,ENU,DNEN,,https://www.faannigeria.org/nigeria-airport.php?airport=11,https://en.wikipedia.org/wiki/Akanu_Ibiam_International_Airport,Enegu Airport,阿卡努伊比亚姆国际机场
44578,DNGO,medium_airport,Gombe Lawanti International Airport,10.298889,10.9,1590,AF,NG,NG-GO,Gombe,yes,DNGO,GMO,DNGO,,,https://en.wikipedia.org/wiki/Gombe_Lawanti_International_Airport,,贡贝拉万蒂国际机场
2110,DNIB,medium_airport,Ibadan Airport,7.362460136413574,3.97832989692688,725,AF,NG,NG-OY,Ibadan,yes,DNIB,IBA,DNIB,,http://www.faannigeria.org/nigeria-airport.php?airport=7,https://en.wikipedia.org/wiki/Ibadan_Airport,,伊巴丹机场
2111,DNIL,large_airport,General Tunde Idiagbon International Airport,8.44021,4.49392,1126,AF,NG,NG-KW,Ilorin/Ogbomosho,yes,DNIL,ILR,DNIL,,http://www.faannigeria.org/nigeria-airport.php?airport=20,https://en.wikipedia.org/wiki/Ilorin_International_Airport,Ilorin International Airport,通德·伊迪亚邦将军国际机场
2112,DNIM,medium_airport,Sam Mbakwe International Cargo Airport,5.42706,7.20603,373,AF,NG,NG-IM,Owerri,yes,DNIM,QOW,DNIM,,https://www.faannigeria.org/nigeria-airport.php?airport=17,https://en.wikipedia.org/wiki/Sam_Mbakwe_International_Cargo_Airport,"Imo Airport, Imo State Airport",萨姆·姆巴奎国际货运机场
2113,DNJO,medium_airport,Yakubu Gowon Airport,9.639829635620117,8.869050025939941,4232,AF,NG,NG-PL,Jos,yes,DNJO,JOS,DNJO,,http://www.faannigeria.org/nigeria-airport.php?airport=15,https://en.wikipedia.org/wiki/Yakubu_Gowon_Airport,,雅库布高文机场
2114,DNKA,large_airport,Kaduna International Airport,10.696,7.32011,2073,AF,NG,NG-KD,Kaduna,yes,DNKA,KAD,DNKA,,http://www.faannigeria.org/nigeria-airport.php?airport=10,https://en.wikipedia.org/wiki/Kaduna_Airport,,卡杜纳国际机场
2115,DNKN,large_airport,Mallam Aminu Kano International Airport,12.045613,8.523566,1562,AF,NG,NG-KN,Kano,yes,DNKN,KAN,DNKN,,http://www.faannigeria.org/nigeria-airport.php?airport=2,https://en.wikipedia.org/wiki/Mallam_Aminu_Kano_International_Airport,,马拉姆·阿米努·卡诺国际机场
2116,DNMA,large_airport,Maiduguri International Airport,11.854163,13.080702,1099,AF,NG,NG-BO,Maiduguri,yes,DNMA,MIU,DNMA,,http://www.faannigeria.org/nigeria-airport.php?airport=14,https://en.wikipedia.org/wiki/Maiduguri_International_Airport,,迈杜古里国际机场
2117,DNMK,medium_airport,Makurdi Airport,7.70388,8.61394,371,AF,NG,NG-BE,Makurdi,yes,DNMK,MDI,DNMK,,http://www.faannigeria.org/nigeria-airport.php?airport=23,https://en.wikipedia.org/wiki/Makurdi_Airport,,马库尔迪机场
2118,DNMM,large_airport,Murtala Muhammed International Airport,6.57737,3.32116,135,AF,NG,NG-LA,Lagos,yes,DNMM,LOS,DNMM,,http://www.faannigeria.org/nigeria-airport.php?airport=1,https://en.wikipedia.org/wiki/Murtala_Muhammed_International_Airport,,穆尔塔拉·穆罕默德国际机场
2120,DNPO,large_airport,Port Harcourt International Airport,5.01549,6.94959,87,AF,NG,NG-RI,Port Harcourt,yes,DNPO,PHC,DNPO,,http://www.faannigeria.org/nigeria-airport.php?airport=4,https://en.wikipedia.org/wiki/Port_Harcourt_International_Airport,,哈科特港国际机场
2121,DNSO,large_airport,Sadiq Abubakar III International Airport,12.915729,5.207547,1010,AF,NG,NG-SO,Sokoto,yes,DNSO,SKO,DNSO,,http://www.faannigeria.org/nigeria-airport.php?airport=13,https://en.wikipedia.org/wiki/Sadiq_Abubakar_III_International_Airport,Sultan Saddik Abubakar Airport,萨迪克·阿布巴卡尔三世国际机场
32192,DNSU,medium_airport,Warri Airport,5.59821,5.8187,242,AF,NG,NG-DE,Okpe,yes,DNSU,QRW,DNSU,,http://www.faannigeria.org/nigeria-airport.php?airport=25,https://en.wikipedia.org/wiki/Warri_Airport,"Osubi Airport, Shell",瓦里机场
2122,DNYO,medium_airport,Yola Airport,9.257550239562988,12.430399894714355,599,AF,NG,NG-AD,Yola,yes,DNYO,YOL,DNYO,,http://www.faannigeria.org/nigeria-airport.php?airport=16,https://en.wikipedia.org/wiki/Yola_Airport,,约拉机场
315624,DPT,small_airport,Deputatskiy Airport,69.392503,139.890012,950,AS,RU,RU-SA,Deputatskiy,yes,,DPT,UEBD,,,https://en.wikipedia.org/wiki/Deputatsky_Airport,"УЕБД, Deputatsky Airport, Аэропорт Депутатский, Deputy Airport",德普塔斯基机场
2125,DRRN,large_airport,Diori Hamani International Airport,13.4815,2.18361,732,AF,NE,NE-8,Niamey,yes,DRRN,NIM,DRRN,,,https://en.wikipedia.org/wiki/Diori_Hamani_International_Airport,,迪奥里哈马尼国际机场
2130,DRZR,medium_airport,Zinder Airport,13.779000282287598,8.983759880065918,1516,AF,NE,NE-7,Zinder,yes,DRZR,ZND,DRZR,,,https://en.wikipedia.org/wiki/Zinder_Airport,,津德尔机场
2131,DTKA,medium_airport,Tabarka-Aïn Draham International Airport,36.98,8.87694,230,AF,TN,TN-32,Tabarka,yes,DTKA,TBJ,DTKA,,,https://en.wikipedia.org/wiki/Tabarka%E2%80%93A%C3%AFn_Draham_International_Airport,Tabarka 7 Novembre Airport,塔巴卡艾因德拉汉姆国际机场
2132,DTMB,medium_airport,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,9,AF,TN,TN-52,Monastir,yes,DTMB,MIR,DTMB,,,https://en.wikipedia.org/wiki/Habib_Bourguiba_International_Airport,,莫纳斯提尔·哈比卜·布尔吉巴国际机场
44483,DTNH,medium_airport,Enfidha - Hammamet International Airport,36.075833,10.438611,21,AF,TN,TN-51,Enfidha,yes,DTNH,NBE,DTNH,DTNH,http://www.enfidhahammametairport.com/,https://en.wikipedia.org/wiki/Enfidha%E2%80%93Hammamet_International_Airport,DTNH,恩菲达 - 哈马马特国际机场
2133,DTTA,large_airport,Tunis Carthage International Airport,36.851002,10.2272,22,AF,TN,TN-11,Tunis,yes,DTTA,TUN,DTTA,,http://www.oaca.nat.tn/english/div_horizontal_tunis_airport_eng.htm,https://en.wikipedia.org/wiki/Tunis-Carthage_International_Airport,"Aéroport international de Tunis-Carthage, مطار تونس قرطاج الدولي",突尼斯迦太基国际机场
2136,DTTF,medium_airport,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,1060,AF,TN,TN-71,Gafsa,yes,DTTF,GAF,DTTF,,,https://en.wikipedia.org/wiki/Gafsa_-_Ksar_International_Airport,,加夫萨卡萨尔国际机场
2137,DTTG,medium_airport,Gabès Matmata International Airport,33.733691,9.91941,407,AF,TN,TN-81,Gabès,yes,DTTG,GAE,DTTG,,,https://en.wikipedia.org/wiki/Gab%C3%A8s_-_Matmata_International_Airport,,加贝斯·马特马塔国际机场
2139,DTTJ,large_airport,Djerba Zarzis International Airport,33.873719,10.7773,19,AF,TN,TN-82,Mellita,yes,DTTJ,DJE,DTTJ,,http://www.aeroport-de-djerba-zarzis.com/,https://en.wikipedia.org/wiki/Djerba-Zarzis_Airport,,杰尔巴杰尔吉斯国际机场
2141,DTTX,medium_airport,Sfax Thyna International Airport,34.717999,10.691,85,AF,TN,TN-61,Sfax,yes,DTTX,SFA,DTTX,,,https://en.wikipedia.org/wiki/Thyna_Airport,,斯法克斯锡纳国际机场
2142,DTTZ,medium_airport,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293,287,AF,TN,TN-72,Tozeur,yes,DTTZ,TOE,DTTZ,,,https://en.wikipedia.org/wiki/Nefta_Airport,,托泽尔内夫塔国际机场
318125,DWO,seaplane_base,Diyawanna Oya Seaplane Base,6.906585,79.909,10,AS,LK,LK-1,Sri Jayawardenepura Kotte,yes,,DWO,,,,,Waters Edge,迪亚万纳奥亚水上飞机基地
2144,DXXX,large_airport,Lomé–Tokoin International Airport,6.16561,1.25451,72,AF,TG,TG-M,Lomé,yes,DXXX,LFW,DXXX,,,https://en.wikipedia.org/wiki/Lom%C3%A9%E2%80%93Tokoin_International_Airport,Gnassingbe Eyadema International Airport,洛美-托科安国际机场
2152,EBAW,medium_airport,Antwerp International Airport (Deurne),51.190667,4.463153,39,EU,BE,BE-VAN,Antwerp,yes,EBAW,ANR,EBAW,,http://www.antwerp-airport.be/,https://en.wikipedia.org/wiki/Antwerp_International_Airport,,安特卫普国际机场（德尔纳）
2155,EBBR,large_airport,Brussels Airport,50.901402,4.48444,175,EU,BE,BE-VBR,Zaventem,yes,EBBR,BRU,EBBR,,http://www.brusselsairport.be/en/,https://en.wikipedia.org/wiki/Brussels_Airport,"Brussels National, Zaventem, EBMB",布鲁塞尔机场
2157,EBCI,large_airport,Brussels South Charleroi Airport,50.461963,4.459562,614,EU,BE,BE-WHT,Charleroi,yes,EBCI,CRL,EBCI,,http://www.charleroi-airport.com,https://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,Gosselies Airport,布鲁塞尔南沙勒罗瓦机场
2162,EBLG,medium_airport,Liège Airport,50.638574,5.443897,659,EU,BE,BE-WLG,Grâce-Hollogne,yes,EBLG,LGG,EBLG,,http://www.liegeairport.be/,https://en.wikipedia.org/wiki/Li%C3%A8ge_Airport,Bierset,列日机场
2163,EBOS,large_airport,Ostend-Bruges International Airport,51.1998,2.874673,13,EU,BE,BE-VWV,Oostende,yes,EBOS,OST,EBOS,,http://www.ost.aero/,https://en.wikipedia.org/wiki/Ostend-Bruges_International_Airport,Ostend-Bruges International Airport,奥斯坦德-布鲁日国际机场
317873,EDA,seaplane_base,Edna Bay Seaplane Base,55.949653,-133.661012,,NA,US,US-AK,Edna Bay,yes,,EDA,,,,,,埃德娜湾水上飞机基地
2187,EDAH,medium_airport,Heringsdorf Airport,53.8787,14.1523,94,EU,DE,DE-MV,Zirchow,yes,EDAH,HDF,EDAH,,https://www.flughafen-heringsdorf.de/,https://en.wikipedia.org/wiki/Heringsdorf_Airport,,黑灵斯多夫机场
301881,EDDB,large_airport,Berlin Brandenburg Airport,52.361738,13.502341,157,EU,DE,DE-BR,Berlin,yes,EDDB,BER,EDDB,,https://ber.berlin-airport.de/,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport,Willy Brandt,柏林勃兰登堡机场
2210,EDDC,large_airport,Dresden Airport,51.134123,13.767831,755,EU,DE,DE-SN,Dresden,yes,EDDC,DRS,EDDC,,http://www.dresden-airport.de/en/index.html,https://en.wikipedia.org/wiki/Dresden_Airport,,德累斯顿机场
2211,EDDE,large_airport,Erfurt-Weimar Airport,50.978281,10.960713,1036,EU,DE,DE-TH,Erfurt,yes,EDDE,ERF,EDDE,,http://www.airport-erfurt.de/,https://en.wikipedia.org/wiki/Erfurt_Airport,Flughafen Erfurt-Weimar,埃尔福特-魏玛机场
2212,EDDF,large_airport,Frankfurt Main Airport,50.026706,8.55835,364,EU,DE,DE-HE,Frankfurt am Main,yes,EDDF,FRA,EDDF,,https://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Frankfurt am Main, Frankfurt Main, Rhein-Main Air Base, Zeppelinheim",法兰克福机场
2213,EDDG,large_airport,Münster Osnabrück Airport,52.133816,7.688482,160,EU,DE,DE-NW,Greven,yes,EDDG,FMO,EDDG,,https://www.fmo.de/,https://en.wikipedia.org/wiki/M%C3%BCnster_Osnabr%C3%BCck_International_Airport,,明斯特奥斯纳布吕克机场
2214,EDDH,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,53,EU,DE,DE-HH,Hamburg,yes,EDDH,HAM,EDDH,,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,Hamburg-Fuhlsbüttel Airport,汉堡赫尔穆特施密特机场
2216,EDDK,large_airport,Cologne Bonn Airport,50.865898,7.14274,302,EU,DE,DE-NW,Köln (Cologne),yes,EDDK,CGN,EDDK,,http://www.koeln-bonn-airport.de/en/,https://en.wikipedia.org/wiki/Cologne_Bonn_Airport,Köln,科隆波恩机场
2217,EDDL,large_airport,Düsseldorf Airport,51.289501,6.76678,147,EU,DE,DE-NW,Düsseldorf,yes,EDDL,DUS,EDDL,,http://www.dus.com/dus_en/,https://en.wikipedia.org/wiki/D%C3%BCsseldorf_Airport,,杜塞尔多夫机场
2218,EDDM,large_airport,Munich Airport,48.353802,11.7861,1487,EU,DE,DE-BY,Munich,yes,EDDM,MUC,EDDM,,http://www.munich-airport.com/,https://en.wikipedia.org/wiki/Munich_Airport,"Franz Josef Strauss Airport, Flughafen München Franz Josef Strauß",慕尼黑机场
2219,EDDN,large_airport,Nuremberg Airport,49.498699,11.078056,1046,EU,DE,DE-BY,Nuremberg,yes,EDDN,NUE,EDDN,,https://www.airport-nuernberg.de/english,https://en.wikipedia.org/wiki/Nuremberg_Airport,Nürnberg,纽伦堡机场
2220,EDDP,large_airport,Leipzig/Halle Airport,51.420657,12.232705,465,EU,DE,DE-SN,Schkeuditz,yes,EDDP,LEJ,EDDP,,https://www.mdf-ag.com/,https://en.wikipedia.org/wiki/Leipzig/Halle_Airport,Schkeuditz Airport,莱比锡/哈雷机场
2221,EDDR,medium_airport,Saarbrücken Airport,49.214545,7.109735,1058,EU,DE,DE-SL,Saarbrücken,yes,EDDR,SCN,EDDR,,http://www.flughafen-saarbruecken.de/,https://en.wikipedia.org/wiki/Saarbr%C3%BCcken_Airport,,萨尔布吕肯机场
2222,EDDS,large_airport,Stuttgart Airport,48.689899,9.22196,1276,EU,DE,DE-BW,Stuttgart,yes,EDDS,STR,EDDS,,http://www.flughafen-stuttgart.de/,https://en.wikipedia.org/wiki/Stuttgart_Airport,,斯图加特机场
2224,EDDV,large_airport,Hannover Airport,52.461102,9.68508,183,EU,DE,DE-NI,Hannover,yes,EDDV,HAJ,EDDV,,https://www.hannover-airport.de,https://en.wikipedia.org/wiki/Hanover/Langenhagen_International_Airport,,汉诺威机场
2225,EDDW,large_airport,Bremen Airport,53.046786,8.78932,14,EU,DE,DE-HB,Bremen,yes,EDDW,BRE,EDDW,,https://www.bremen-airport.com,https://en.wikipedia.org/wiki/Bremen_Airport,,不来梅机场
2227,EDFH,large_airport,Frankfurt-Hahn Airport,49.946353,7.261734,1649,EU,DE,DE-RP,Frankfurt am Main (Lautzenhausen),yes,EDFH,HHN,EDFH,,https://www.hahn-airport.de/en/home,https://en.wikipedia.org/wiki/Frankfurt-Hahn_Airport,,法兰克福哈恩机场
2228,EDFM,medium_airport,Mannheim-City Airport,49.473057,8.514167,308,EU,DE,DE-BW,Mannheim,yes,EDFM,MHG,EDFM,,http://www.flugplatz-mannheim.de/,https://en.wikipedia.org/wiki/Mannheim_City_Airport,Mannheim,曼海姆城市机场
28742,EDHE,small_airport,Uetersen-Heist Airfield,53.645477,9.703503,23,EU,DE,DE-SH,Heist,yes,EDHE,,EDHE,,,https://en.wikipedia.org/wiki/Uetersen_Airfield,QSM,于特森-海斯特机场
2236,EDHL,medium_airport,Lübeck Blankensee Airport,53.805401,10.7192,53,EU,DE,DE-SH,Lübeck,yes,EDHL,LBC,EDHL,,https://www.flughafen-luebeck.de/en/home,https://en.wikipedia.org/wiki/L%C3%BCbeck_Airport,,吕贝克布兰肯湖机场
2237,EDJA,large_airport,Memmingen Allgau Airport,47.988092,10.238248,2077,EU,DE,DE-BY,Memmingen,yes,EDJA,FMM,EDJA,,,https://en.wikipedia.org/wiki/Memmingen_Airport,,梅明根阿尔高机场
2244,EDLP,large_airport,Paderborn Lippstadt Airport,51.612527,8.617459,699,EU,DE,DE-NW,Büren,yes,EDLP,PAD,EDLP,,,https://en.wikipedia.org/wiki/Paderborn_Lippstadt_Airport,,帕德博恩利普施塔特机场
2246,EDLV,large_airport,Weeze (Niederrhein) Airport,51.601362,6.141228,106,EU,DE,DE-NW,Weeze,yes,EDLV,NRN,EDLV,,http://www.airport-weeze.de/de,https://en.wikipedia.org/wiki/Airport_Weeze,"LRC, ETUL, Niederrhein Airport, RAF Laarbruch, Düsseldorf Regional, Weeze",韦策（下莱茵）机场
2247,EDLW,large_airport,Dortmund Airport,51.518299,7.61224,425,EU,DE,DE-NW,Dortmund,yes,EDLW,DTM,EDLW,,https://www.dortmund-airport.com/,https://en.wikipedia.org/wiki/Dortmund_Airport,,多特蒙德机场
2256,EDNY,large_airport,Bodensee Airport Friedrichshafen,47.671299,9.51149,1367,EU,DE,DE-BW,Friedrichshafen,yes,EDNY,FDH,EDNY,,https://www.bodensee-airport.eu,https://en.wikipedia.org/wiki/Friedrichshafen_Airport,Bodensee Airport Friedrichshafen,腓特烈港博登湖机场
2270,EDSB,large_airport,Karlsruhe Baden-Baden Airport,48.7794,8.0805,408,EU,DE,DE-BW,Rheinmünster,yes,EDSB,FKB,EDSB,,http://www.baden-airpark.de/startseite.html,https://en.wikipedia.org/wiki/Baden_Airpark,Baden Airpark,卡尔斯鲁厄巴登巴登机场
2285,EDVK,large_airport,Kassel Airport,51.418395,9.391638,820,EU,DE,DE-HE,Calden,yes,EDVK,KSF,EDVK,,http://www.flughafenkassel.de/,https://en.wikipedia.org/wiki/Kassel_Airport,Kassel-Calden,卡塞尔机场
2288,EDWE,small_airport,Emden Airport,53.391109,7.2275,3,EU,DE,DE-NI,Emden,yes,EDWE,EME,EDWE,,,https://en.wikipedia.org/wiki/Emden_Airport,,埃姆登机场
28751,EDWG,small_airport,Wangerooge Airport,53.782544,7.919584,7,EU,DE,DE-NI,Wangerooge,yes,EDWG,AGE,EDWG,,https://www.edwg.de,https://en.wikipedia.org/wiki/Wangerooge_Airfield,,万格鲁格机场
28614,EDWJ,small_airport,Juist Airport,53.681421,7.056398,7,EU,DE,DE-NI,Juist,yes,EDWJ,JUI,EDWJ,,https://www.edwj.de/,https://de.wikipedia.org/wiki/Flugplatz_Juist,,于斯特机场
